CODEVALUE,ID,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DESCRIPTION_FI,SHORTNAME,HIERARCHYLEVEL,STARTDATE,ENDDATE
121,d73cd3d1-9fad-4bdb-8c6f-30af0121d346,VALID,Liiketoiminta- ja hallintojohtajat,Chefer inom företagstjänster och administration,Business services and administration managers,"Luokan yleiskuvaus: Johtavat ja koordinoivat yritysten ja yhteisöjen talous-, hallinto- ja henkilöstöosastojen toimintaa sekä vastaavat yritysten ja yhteisöjen tutkimus-, suunnittelu- ja kehitystoiminnasta. Tähän luetaan myös liiketoiminta- ja hallintopalveluja tarjoavien yritysten johtajat.

Tehtäviin kuuluu yleensä: toimintaa, strategista ja taloudellista suunnittelua koskevien tavoitteiden muotoilu ja johtaminen; toiminnallisten ja hallinnollisten menettelytapojen luominen ja ohjaaminen; strategioiden ja menettelytapojen toteuttaminen, valvonta ja arviointi; asiantuntijalausuntojen antaminen ylimmälle johdolle ja hallituksen jäsenille asioissa, jotka koskevat taloudellisia, hallinnollisia ja strategisia menettelytapoja, toimintaohjelmaa tai lainsäädäntöä; asiaankuuluvien lakien, määräysten ja standardien noudattamisen varmistaminen; henkilöstövalintojen, -koulutuksen ja työsuorituksen valvonta; budjettien valmistelu ja rahoitustoiminnan valvonta; yhteydenpito toimitus- tai pääjohtajan ja eri yksikköjen johtajien kanssa; kulujen valvonta ja resurssien tehokkaan käytön varmistaminen; organisaation edustaminen neuvotteluissa, kokoustapahtumissa, seminaareissa, julkisissa kuulemisissa ja foorumeilla. Tähän kuuluu: - 1211 Talousjohtajat
- 1212 Henkilöstöjohtajat
- 1213 Politiikka- ja suunnittelujohtajat
- 1219 Muut hallintojohtajat ja kaupalliset johtajat Tähän ei kuulu: ",,,2010-01-01,
1211,6e7ce363-d31b-4eda-bad0-6f109942b996,VALID,Talousjohtajat,Ekonomichefer,Finance managers,"Luokan yleiskuvaus: Johtavat, suunnittelevat, ohjaavat ja koordinoivat yrityksen, julkishallinnon organisaation tai yhteisön taloutta yhteistyössä ylimmän johdon ja muiden johtajien kanssa tai vastaavat taloushallintopalveluiden tuottamisesta muille yrityksille tai yhteisöille.

Tehtäviä:
- yrityksen tai muun yhteisön taloudenhoidon suunnittelu, johtaminen ja koordinointi
- yrityksen tai muun yhteisön taloudellisen tilanteen arviointi, budjettien valmistelu ja taloudenpidon valvonta
- konsultointi toimitus- tai pääjohtajan ja muiden johtajien kanssa
- budjettien laatiminen ja hallinnointi, kulujen hallinta ja resurssien tehokkaan käytön varmistaminen
- toiminnallisten ja hallinnollisten menettelytapojen luominen ja johtaminen
- päivittäisen toiminnan suunnitteleminen ja johtaminen
- henkilöstön valinnan, koulutuksen ja työsuorituksen valvonta
- yrityksen tai muun yhteisön edustaminen yhteyksissä ulkopuolisiin tahoihin

Esimerkkejä:
- talousjohtaja
- rahoitusjohtaja
- hallintojohtaja (taloushallintopalvelut) Tähän kuuluu:  Tähän ei kuulu: - pankinjohtaja (konttori) (1346)
- laskentapäällikkö (2411)
- hallintopalvelujohtaja (1219)",,,2010-01-01,
1212,15d27936-0363-4927-87df-5788498698ba,VALID,Henkilöstöjohtajat,Personalchefer,Human resource managers,"Luokan yleiskuvaus: Johtavat, suunnittelevat, ohjaavat ja koordinoivat yrityksen, julkisen hallinnon organisaation tai yhteisön henkilöstöasioiden, työmarkkinasuhteiden ja työterveys- ja -työturvallisuustoimintaa koskevien asioiden hoitoa tai tuottavat vastaavia henkilöstöpalveluja muille yrityksille tai yhteisöille.

Tehtäviä:
- yrityksen tai yhteisön henkilöstöasioihin ja työmarkkinasuhteisiin liittyvien toimintojen, harjoitettavan toimintapolitiikan sekä käytäntöjen suunnittelu, johtaminen ja koordinointi
- rekrytoinnin, koulutuksen ja urakehityksen sekä irtisanomisten suunnittelu ja järjestäminen
-  neuvottelutoiminnan ja menettelytapojen suunnitteleminen ja organisointi palkkarakenteiden ja -tason sekä työntekijöiden työehtojen määrittelemiseksi
- työterveyteen ja -turvallisuuteen liittyvien ohjelmien ja toimien valvonta
- budjettien laatiminen ja hallinnointi, kulujen hallinta ja resurssien tehokkaan käytön varmistaminen
- toiminnallisten ja hallinnollisten menettelytapojen luominen ja johtaminen
- johtamisen tietojärjestelmien kehittämisen ja toteuttamisen valvonta
- työntekijöiden oikeuksiin, työterveyteen ja -turvallisuuteen, yhtäläisiin mahdollisuuksiin ja muihin vastaaviin seikkoihin liittyvien standardien ja lainsäädännön noudattamisen varmistaminen
- koko yrityksen tai yhteisön henkilöstön valinnan, koulutuksen ja työsuoritusten valvonta
- yhteydenpito ja konsultointi ylimmän johdon ja muiden osastojen johdon kanssa
- yrityksen tai muun yhteisön edustaminen yhteyksissä ulkopuolisiin tahoihin

Esimerkkejä:
- henkilöstöjohtaja
- hr-johtaja
 Tähän kuuluu:  Tähän ei kuulu: - rekrytointipäällikkö (2423)
- työhönottaja (2423)",,,2010-01-01,
1213,2af73a85-0990-4a2a-b549-88be1e0fd306,VALID,Politiikka- ja suunnittelujohtajat,Politik- och planeringschefer,Policy and planning managers,"Luokan yleiskuvaus: Johtavat, suunnittelevat, organisoivat ja koordinoivat toimintapolitiikkaa ja strategista suunnittelua julkisen hallinnon, ei-hallinnollisten organisaatioiden tai yksityisen sektorin toimipaikoissa, tai johtavat näitä toimintoja yrityksissä, jotka tuottavat toimintapolitiikan ja strategisen suunnittelun palveluja.

Tehtäviä:
- strategisten suunnitelmien, ohjelmien, harjoitettavan politiikan, prosessien, järjestelmien ja menettelytapojen kehittäminen, toteuttaminen ja valvominen tavoitteiden ja työstandardien saavuttamiseksi
- kehittävät, ohjaavat ja osallistuvat toimintapolitiikan tutkimiseen ja analysointiin, koordinoivat harjoitettavan politiikan ja käytäntöjen toimeenpanoa
- luovat mittareita toiminnan ja vastuuvelvollisuuksien mittaamiseen
- päivittäisen toiminnan suunnitteleminen ja johtaminen
- toimintaa kehittävän ja strategista suunnittelua hoitavan henkilöstön toiminnan johtaminen ja ohjaaminen
- henkilöstön valinnan, koulutuksen ja työsuorituksen valvonta
- yrityksen tai muun yhteisön edustaminen neuvotteluissa, kokoustapahtumissa, seminaareissa, julkisissa kuulemisissa ja foorumeilla
- budjettien laatiminen ja hallinnointi, kulujen hallinta ja resurssien tehokkaan käytön varmistaminen
- yhteydenpito ja neuvotteleminen ylimmän johdon ja muiden osastojen johtajien kanssa

Esimerkkejä:
- suunnittelujohtaja (strategiat)
- johtaja (strateginen suunnittelu)
- ohjelmajohtaja
- yrityssuunnittelujohtaja
- strategiajohtaja Tähän kuuluu:  Tähän ei kuulu: - tutkimusjohtaja (1223)
- ohjelmapäällikkö (radio, tv) (26421)",,,2010-01-01,
1219,6e0229db-3f58-4c03-8f13-d003ce4865c4,VALID,Muut hallintojohtajat ja kaupalliset johtajat,Övriga chefer inom företagstjänster och administration,Business services and administration managers not elsewhere classified,"Luokan yleiskuvaus: Tähän luokitellaan sellaiset liiketoiminnan ja hallinnon palveluiden tuottamisesta vastaavat johtajat, joita ei ole luokiteltu 3-numerotason 121 Liiketoiminta- ja hallintojohtajat muihin luokkiin. Tällaisia ammatteja ovat esimerkiksi siivouspalvelujohtajat, hallintopalveluista vastaavat hallintopalvelujohtajat sekä kiinteistö- ja kalusteasioista vastaavat johtajat, jotka toimivat suurten yritysten tai organisaatioiden osastonjohtajina tai toimivat johtajina yrityksissä, jotka tarjoavat vastaavia liiketoiminta- ja hallintopalveluja muille yrityksille ja yhteisöille.

Tehtäviä:
- tuen, tutkimusavun ja neuvonnan tarjoaminen ylimmälle johdolle hallintoon, strategiseen suunnitteluun ja toimintoihin liittyvissä hallintopalveluissa, rakennusten tilojen ja palvelujen hallinnoinnissa jne.
- organisaation hallinnollisten ja aineellisten voimavarojen johtaminen ja kehittäminen
- hallinnollisia asioita ja menettelytapoja koskevien ohjeiden laatiminen ja kehittäminen henkilöstön käyttöön
- monitahoisten resurssienhallintaongelmien ja organisaation toimintaan vaikuttavien hankkeiden analysointi sekä siihen liittyvien raporttien, kirjeenvaihdon ja esitysten valmistelu
- talousraporttien ja budjettien valmisteluun liittyvän informaation ja tukipalvelujen antaminen, hallintohenkilöstön johtaminen ja kehittäminen liiketoiminnan sujuvuuden sekä ajantasaisen ja luotettavan informaation tuottamisen varmistamiseksi
- yrityksen tai yhteisön edustaminen neuvotteluissa, kokoustapahtumissa, seminaareissa, julkisissa kuulemisissa ja foorumeilla
- budjettien laatiminen ja hallinnointi, kulujen valvonta ja resurssien tehokkaan käytön varmistaminen
- henkilöstön valinnan, koulutuksen ja työsuorituksen valvonta

Esimerkkejä:
- palvelujohtaja (hallinto)
- palvelujohtaja (siivous)
- kiinteistöjohtaja Tähän kuuluu:  Tähän ei kuulu: - hankintajohtaja (1324)
- ostojohtaja (1324)",,,2010-01-01,
122,4ba73585-9196-4867-87ee-6b3a1daea5d8,VALID,"Myynti-, markkinointi- ja kehitysjohtajat","Försäljnings-, marknadsförings- och utvecklingschefer","Sales, marketing and development managers","Luokan yleiskuvaus: Johtavat, suunnittelevat, organisoivat, ohjaavat ja koordinoivat mainonta-, suhdetoiminta- ja tiedotus-, tutkimus- ja kehittämis- sekä myynti- ja markkinointitoimintaa yrityksissä, julkisen hallinnon organisaatioissa tai yhteisöissä sen omaa toimintaa varten tai johtavat vastaavien palvelujen tuottamista asiakasyrityksille ja yhteisöille.

Tehtäviin kuuluu yleensä: mainonnan, suhdetoiminnan ja tiedottamisen, myynnin ja markkinoinnin menettelytapojen ja suunnitelmien muotoileminen ja toteuttaminen yhdessä muiden johtajien kanssa; uusien tuotteiden kehittämiseen ja tutkimukseen liittyvien hankkeiden johtaminen; markkinointi-, tiedotus- ja mainoskampanjoiden toteuttaminen; myyntitoiminnan, tuotevalikoiman, asiakaspalvelustandardien, markkinointimenetelmien ja jakelupolitiikan määrittäminen ja johtaminen; hintojen ja luottojärjestelyjen määrittäminen; budjettien laatiminen ja hallinta sekä kulujen ja resurssien käytön valvonta; henkilöstön valinnan, koulutuksen ja työsuorituksen seuranta; yrityksen tai muun yhteisön edustaminen erilaisissa tapahtumissa kuten alan messuilla ja muissa yhteyksissä. Tähän kuuluu: - 1221 Myynti- ja markkinointijohtajat
- 1222 Mainos- ja tiedotusjohtajat
- 1223 Tutkimus- ja kehitysjohtajat Tähän ei kuulu: ",,,2010-01-01,
1221,d17da442-4a6a-4877-b40c-850445a38fc7,VALID,Myynti- ja markkinointijohtajat,Försäljnings- och marknadsföringschefer,Sales and marketing managers,"Luokan yleiskuvaus: Johtavat, suunnittelevat ja koordinoivat myynti- ja markkinointitoimintaa tai johtavat vastaavien palvelujen tuottamista asiakasyrityksille ja yhteisöille. Johtajat, jotka vastaavat vain myynnistä tai markkinoinnista, mutta eivät organisaation myynti- ja markkinointitoiminnasta kokonaisuutena, luokitellaan luokkaan 2431 Mainonnan ja markkinoinnin erityisasiantuntijat.

Tehtäviä:
- myyntitietoihin ja markkina-arvioihin perustuvien erityisten myynti- ja markkinointiohjelmien suunnitteleminen ja organisointi
- hinnastojen, alennuskriteerien, toimitusehtojen, myynninedistämisbudjettien, myyntimenetelmien, erityisten kannustinten ja kampanjoiden määrittäminen
- myynti- ja markkinointitoimiin liittyvien toiminnallisten ja hallinnollisten menettelytapojen luominen ja johtaminen
- myynti- ja markkinointihenkilöstön toiminnan johtaminen
- päivittäisen toiminnan suunnitteleminen ja johtaminen
- budjettien laatiminen, hallinnointi ja kulujen hallinta resurssien tehokkaan käytön varmistamiseksi
- henkilöstön valinnan, koulutuksen ja työsuorituksen valvonta
- yrityksen tai muun yhteisön edustaminen myynti- ja markkinointitapahtumissa, alan messuilla ja muissa vastaavissa yhteyksissä

Esimerkkejä:
- markkinointijohtaja
- myyntijohtaja
- tuoteryhmäjohtaja Tähän kuuluu:  Tähän ei kuulu: - asiakaspalvelupäällikkö (pankki, pl. luotot) (4211)
- myyntipäällikkö (myyntitehtävät, pl. it ja teollisuus) (3322)
- markkinointipäällikkö (suunnittelu) (2431)",,,2010-01-01,
1222,d63f2dcb-acc4-447c-9382-1c34a169ac72,VALID,Mainos- ja tiedotusjohtajat,"Reklam- och kommunikationschefer, PR-chefer",Advertising and public relations managers,"Luokan yleiskuvaus: Johtavat, suunnittelevat ja koordinoivat mainonta-, suhdetoiminta- ja tiedotustoimintaa tai johtavat vastaavien palvelujen tuottamista asiakasyrityksille ja yhteisöille.

Tehtäviä:
- mainonta- ja suhdetoimintatoimenpiteiden suunnittelu, johtaminen ja koordinointi
- mainossopimuksista neuvotteleminen asiakkaiden tai sanomalehtien, radioasemien ja TV-kanavien, urheilu- ja kulttuuriorganisaatioiden ja mainostoimistojen kanssa
- yrityksen tai yhteisön saavutuksia, suunnitelmia ja näkökantoja koskevan informaation suunnitteleminen sen tuomiseksi lainsäätäjien, tiedotusvälineiden ja suuren yleisön tietoon
- mainonta- ja suhdetoimintahenkilöstön toiminnan johtaminen
- budjettien laatiminen ja hallinnointi, kulujen hallinta ja resurssien tehokkaan käytön varmistaminen
- toiminnallisten ja hallinnollisten menettelytapojen luominen
- päivittäisen toiminnan suunnitteleminen ja johtaminen
- henkilöstön valinnan, koulutuksen ja työsuorituksen valvonta

Esimerkkejä:
- tiedotusjohtaja
- viestintäjohtaja
- yhteysjohtaja (mainonta)
- johtaja (mainostoimisto, liikkeenjohto) Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
1223,5139f959-3e43-45c5-95a4-5d2099ff1396,VALID,Tutkimus- ja kehitysjohtajat,Forsknings- och utvecklingschefer,Research and development managers,"Luokan yleiskuvaus: Johtavat, suunnittelevat ja koordinoivat tutkimus- ja kehittämistoimintaa tai johtavat vastaavien palvelujen tuottamista asiakasyrityksille ja yhteisöille.

Tehtäviä:
- yrityksen tai yhteisön sisäisten tai ulkoisilta toimijoilta tilattujen tutkimus- ja kehitystoimien suunnittelu, johtaminen ja koordinointi uusien tai entistä parempien teknisten prosessien, tuotteiden tai materiaalien kehittämiseksi
- yrityksen tai yhteisön tutkimus- ja kehitystyön kokonaisohjelman suunnittelu, tavoitteiden ja budjetointivaatimusten asettaminen
- tutkimus- ja kehityshenkilöstön toiminnan johtaminen
- budjettien laatiminen ja hallinnointi, kulujen hallinta ja resurssien tehokkaan käytön varmistaminen
- toiminnallisten ja hallinnollisten menettelytapojen luominen
- päivittäisen toiminnan suunnitteleminen ja johtaminen
- henkilöstön valinnan, koulutuksen ja työsuorituksen valvonta
- yrityksen tai muun yhteisön edustaminen erilaisissa tapahtumissa kuten seminaareissa ja konferensseissa

Esimerkkejä:
- tuotekehitysjohtaja
- tutkimusjohtaja Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
13,de191b67-8efd-4bd5-8dd6-d0180a3cacdb,VALID,Tuotantotoiminnan ja yhteiskunnan peruspalvelujen johtajat,"Chefer inom tillverkning, utbildning, vård m.m.",Production and specialised services managers,"Luokan yleiskuvaus: Johtavat ja koordinoivat tavaroiden ja erikoistuneiden ammatillisten tai teknisten palvelujen tuotantoa tuotantoyksiköiden johtajina suurissa yrityksissä tai toimitusjohtajana tms. sellaisessa yrityksessä, jossa ei ole useampia johtamisen tasoja. Vastaavat teollisuuden, kaivostoiminnan, rakentamisen, kuljetustoiminnan, tietoliikenteen ja viestinnän teknisistä operaatioista; suuressa mittakaavassa harjoitettavan maa-, metsä- tai kalatalouden toiminnoista; tai terveys-, sosiaali- ja koulutuspalvelujen, pankki- ja vakuutuspalvelujen tai muiden ammatillisten ja teknisten palvelujen tuottamisesta. Suoriutuminen useimmissa tämän 2-numerotason ammateissa edellyttää ISCOn taitotason neljä valmiuksia.

Tehtäviin kuuluu yleensä: toiminnan suunnittelu koskien tuotettavien tavaroiden ja palveluiden laatua ja määriä, kustannuksia, aikatauluja ja työvoimavaatimuksia; tuotantolaitoksen ja tuotantomenetelmien valvonta; tuotettujen tavaroiden ja palveluiden laatustandardien ja -tavoitteiden turvaaminen; urakkatarjousten ja -sopimusten valmistelu; budjettien laatiminen ja hallinnointi, kustannusseuranta sekä toimintojen, toimintatapojen ja resurssien sopeuttaminen kustannusten vähentämiseksi; uusien koneiden ja laitteiden hankinnan ja asennuksen valvominen; työterveys- ja -työturvallisuusvaatimusten toteuttamisen koordinointi; päivittäisten toimintojen suunnittelu ja johtaminen; henkilöstön valintojen, koulutuksen ja työsuorituksen valvonta; tuotanto- ja talousraporttien sekä tuotantoennusteiden valmistelu tai valmistelun organisointi; yrityksen tai yhteisön edustaminen toisten toimijoiden suuntaan tai kokouksissa, seminaareissa, julkisissa kuulemisissa tai muilla foorumeilla.

Luokitteluperiaatteista:

Maa- ja aluejohtajat ja muut ylimmän tason johtajat, jotka koordinoivat ja ohjaavat alemman johtajatason toimintaa, ja jotka vastaavat laajasti erilaisista toiminta-alueista, luokitellaan luokkaan 1120 Toimitusjohtajat ja pääjohtajat. Tähän kuuluu: - 131 Maa-, metsä- ja kalatalouden johtajat
- 132 Teollisuuden tuotantojohtajat sekä kaivos-, rakennus- ja jakelujohtajat
- 133 Tieto- ja viestintäteknologiajohtajat
- 134 Yhteiskunnan peruspalvelujen sekä rahoitus- ja vakuutuspalvelujen johtajat Tähän ei kuulu: ",,,2010-01-01,
131,65af52d8-b983-42dc-8163-758e2b7a114d,VALID,"Maa-, metsä- ja kalatalouden johtajat","Chefer inom jordbruk, skogsbruk och fiske","Production managers in agriculture, forestry and fisheries","Luokan yleiskuvaus: Johtavat, suunnittelevat ja koordinoivat maatalous-, puutarha-, metsätalous- ja kalatalousalan tuotantoa suurtiloilla ja isoissa maatalousyrityksissä ja -osuuskunnissa. Maa-, metsä- ja kalatalouden pienyrittäjät luokitellaan pääluokkaan 6.

Tehtäviin kuuluu yleensä: markkinoiden seuranta ja tuotannon suunnittelu, budjettien laatiminen ja hallinta, tuotantomäärien ja tuotannon kustannusten seuranta, taloudellisten ja toiminnallisten raporttien laadinta, yhteydenpito ostajien kanssa sadon, saaliin ja varaston myymiseksi, sopimusyhteistyö maanviljelijöiden, alusten päälliköiden ja itsenäisten omistajien kanssa tuotteiden tuotannosta ja tuotannon hallinnasta, toiminnan lajien, intensiteetin ja etenemisjärjestyksen suunnitteleminen, koneiden, laitteiden ja tarvikkeiden ostaminen. Tähän kuuluu: - 1311 Maa- ja metsätalouden johtajat
- 1312 Vesiviljely- ja kalatalouden johtajat Tähän ei kuulu: ",,,2010-01-01,
